station_id,name,physical_configuration,lat,lon,altitude,address,cross_street,post_code,capacity,is_charging_station,short_name,nearby_distance,x_ride_code_support,rental_uris,is_valet_station,last_updated,ttl,V1
364,"PG. DE GRÀCIA, 61",ELECTRICBIKESTATION,41.393062,2.1633226,32,"PG. DE GRÀCIA, 61",02-Eixample/07-la Dreta de l'Eixample,8007,33,TRUE,364,1000,TRUE,NA,NA,1735686001,0,NA
365,"C/ VILADOMAT, 244",ELECTRICBIKESTATION,41.3875712,2.1469336,39,"C/ VILADOMAT, 244",02-Eixample/09-la Nova Esquerra de l'Eixample,8029,31,TRUE,365,1000,TRUE,NA,NA,1735686001,0,NA
366,"LA RAMBLA, 75",ELECTRICBIKESTATION,41.3811389,2.1729755,8,"LA RAMBLA, 75",01-CiutatVella/01-el Raval,8001,18,TRUE,366,1000,TRUE,NA,NA,1735686001,0,NA
367,"C/ MARQUÈS DE SENTMENAT, 46",ELECTRICBIKESTATION,41.384972,2.1376205,44,"C/ MARQUÈS DE SENTMENAT, 46",04-LesCorts/19-les Corts,8029,32,TRUE,367,1000,TRUE,NA,NA,1735686001,0,NA
368,"C/ DIPUTACIÓ, 373",ELECTRICBIKESTATION,41.3968391,2.1756598,21,"C/ DIPUTACIÓ, 373",02-Eixample/07-la Dreta de l'Eixample,8013,27,TRUE,368,1000,TRUE,NA,NA,1735686001,0,NA
369,"C/ CONSELL DE CENT, 482",ELECTRICBIKESTATION,41.40013,2.1780175,23,"C/ CONSELL DE CENT, 482",02-Eixample/05-el Fort Pienc,8013,27,TRUE,369,1000,TRUE,NA,NA,1735686001,0,NA
370,"C/ SARDENYA, 326",ELECTRICBIKESTATION,41.4039698,2.1729061,37,"C/ SARDENYA, 326",02-Eixample/06-la Sagrada Família,8025,32,TRUE,370,1000,TRUE,NA,NA,1735686001,0,NA
371,"C/ DELS ENAMORATS, 49",ELECTRICBIKESTATION,41.4040525,2.181199,19,"C/ DELS ENAMORATS, 49",02-Eixample/06-la Sagrada Família,8013,36,TRUE,371,1000,TRUE,NA,NA,1735686001,0,NA
372,"C/ RIBES, 77",ELECTRICBIKESTATION,41.4001015,2.1841711,9,"C/ RIBES, 77",02-Eixample/05-el Fort Pienc,8013,27,TRUE,372,1000,TRUE,NA,NA,1735686001,0,NA
373,"AV. PARAL.LEL, 132",ELECTRICBIKESTATION,41.3750995,2.1613897,13,"AV. PARAL.LEL, 132",02-Eixample/10-Sant Antoni,8015,30,TRUE,373,1000,TRUE,NA,NA,1735686001,0,NA
374,"PG. DE GRÀCIA, 89",ELECTRICBIKESTATION,41.3949729,2.1612814,37,"PG. DE GRÀCIA, 89",02-Eixample/07-la Dreta de l'Eixample,8008,32,TRUE,374,1000,TRUE,NA,NA,1735686001,0,NA
375,WORLD TRADE CENTER,ELECTRICBIKESTATION,41.3720293,2.1804468,3,WORLD TRADE CENTER,01-CiutatVella/01-el Raval,8039,39,TRUE,375,1000,TRUE,NA,NA,1735686001,0,NA
376,WORLD  TRADE CENTER,ELECTRICBIKESTATION,41.3718728,2.180302,3,WORLD  TRADE CENTER,01-CiutatVella/01-el Raval,8039,39,TRUE,376,1000,TRUE,NA,NA,1735686001,0,NA
377,PL. ICTÍNEO,ELECTRICBIKESTATION,41.3776292,2.1836886,2,PL. ICTÍNEO,01-CiutatVella/02-el Barri Gòtic,8039,29,TRUE,377,1000,TRUE,NA,NA,1735686001,0,NA
378,"PL. JOAQUIM XIRAU I PALAU, 1",ELECTRICBIKESTATION,41.3785379,2.1767427,5,"PL. JOAQUIM XIRAU I PALAU, 1",01-CiutatVella/02-el Barri Gòtic,8002,21,TRUE,378,1000,TRUE,NA,NA,1735686001,0,NA
379,"AV. JOSEP TARRADELLAS, 27",ELECTRICBIKESTATION,41.3829333,2.1420704,35,"AV. JOSEP TARRADELLAS, 27",03-Sants-Montjuïc/18-Sants,8029,21,TRUE,379,1000,TRUE,NA,NA,1735686001,0,NA
380,"C/ DURAN I BAS, 2",ELECTRICBIKESTATION,41.3854094,2.1740155,11,"C/ DURAN I BAS, 2",01-CiutatVella/02-el Barri Gòtic,8002,24,TRUE,380,1000,TRUE,NA,NA,1735686001,0,NA
381,"C/ AGUSTÍ DURAN I SANPERE, 10",ELECTRICBIKESTATION,41.3816139,2.1677697,10,"C/ AGUSTÍ DURAN I SANPERE, 10",01-CiutatVella/01-el Raval,8001,40,TRUE,381,1000,TRUE,NA,NA,1735686001,0,NA
382,"C/ LOPE DE VEGA, 79",ELECTRICBIKESTATION,41.4038902,2.2041137,3,"C/ LOPE DE VEGA, 79",10-SantMartí/68-el Poblenou,8005,27,TRUE,382,1000,TRUE,NA,NA,1735686001,0,NA
383,"C/ NUMÀNCIA, 2",ELECTRICBIKESTATION,41.381219,2.141767,32,"C/ NUMÀNCIA, 2",03-Sants-Montjuïc/18-Sants,8029,24,TRUE,383,1000,TRUE,NA,NA,1735686001,0,NA
384,"C/ VILAMARÍ, 85",ELECTRICBIKESTATION,41.3807072,2.1468381,28,"C/ VILAMARÍ, 85",02-Eixample/09-la Nova Esquerra de l'Eixample,8015,25,TRUE,384,1000,TRUE,NA,NA,1735686001,0,NA
385,"C/ CASANOVA, 119",ELECTRICBIKESTATION,41.387888,2.1552902,30,"C/ CASANOVA, 119",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036,30,TRUE,385,1000,TRUE,NA,NA,1735686001,0,NA
386,AV. PARAL.LEL 164,ELECTRICBIKESTATION,41.3751866,2.1568773,17,AV. PARAL.LEL 164,02-Eixample/10-Sant Antoni,8015,18,TRUE,386,1000,TRUE,NA,NA,1735686001,0,NA
387,"C/ NÀPOLS, 125",ELECTRICBIKESTATION,41.3957813,2.1787074,15,"C/ NÀPOLS, 125",02-Eixample/05-el Fort Pienc,8013,32,TRUE,387,1000,TRUE,NA,NA,1735686001,0,NA
388,"C/ RIERA ALTA, 6",ELECTRICBIKESTATION,41.3806411,2.1671611,10,"C/ RIERA ALTA, 6",01-CiutatVella/01-el Raval,8001,35,TRUE,388,1000,TRUE,NA,NA,1735686001,0,NA
389,RECINTE PARC DE LA CIUTADELLA,ELECTRICBIKESTATION,41.3873901,2.1875446,4,RECINTE PARC DE LA CIUTADELLA,"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,27,TRUE,389,1000,TRUE,NA,NA,1735686001,0,NA
390,"El Convent de Barcelona Activa-C/ COMERÇ, 36",ELECTRICBIKESTATION,41.3869612,2.1820169,5,"El Convent de Barcelona Activa-C/ COMERÇ, 36","01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8003,25,TRUE,390,1000,TRUE,NA,NA,1735686001,0,NA
391,"C/ GRAN DE LA SAGRERA, 74",ELECTRICBIKESTATION,41.4230551,2.1913753,22,"C/ GRAN DE LA SAGRERA, 74",09-SantAndreu/61-la Sagrera,8027,27,TRUE,391,1000,TRUE,NA,NA,1735686001,0,NA
392,"C/ RAMON TURRÓ, 4",ELECTRICBIKESTATION,41.3905303,2.1906339,5,"C/ RAMON TURRÓ, 4",10-SantMartí/67-la Vila Olímpica del Poblenou,8005,19,TRUE,392,1000,TRUE,NA,NA,1735686001,0,NA
393,"C/ LLACUNA, 86",ELECTRICBIKESTATION,41.4022657,2.1976297,3,"C/ LLACUNA, 86",10-SantMartí/68-el Poblenou,8005,31,TRUE,393,1000,TRUE,NA,NA,1735686001,0,NA
394,"C/ DIPUTACIÓ, 226",ELECTRICBIKESTATION,41.3873057,2.1631263,25,"C/ DIPUTACIÓ, 226",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8007,27,TRUE,394,1000,TRUE,NA,NA,1735686001,0,NA
395,"SEPHORA-PL. CATALUNYA, 22",ELECTRICBIKESTATION,41.3860607,2.1702467,15,"SEPHORA-PL. CATALUNYA, 22",02-Eixample/02-el Barri Gòtic,8002,33,TRUE,395,1000,TRUE,NA,NA,1735686001,0,NA
396,"C/ JOAN MIRÓ, 2-12",ELECTRICBIKESTATION,41.3890253,2.1968267,5,"C/ JOAN MIRÓ, 2-12",10-SantMartí/67-la Vila Olímpica del Poblenou,8005,32,TRUE,396,1000,TRUE,NA,NA,1735686001,0,NA
397,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPI,ELECTRICBIKESTATION,41.3889129,2.1993105,6,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),10-SantMartí/67-la Vila Olímpica del Poblenou,8005,27,TRUE,397,1000,TRUE,NA,NA,1735686001,0,NA
398,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒ,ELECTRICBIKESTATION,41.380955,2.1934636,4,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,01-CiutatVella/03-la Barceloneta,8003,35,TRUE,398,1000,TRUE,NA,NA,1735686001,0,NA
399,"C/ PAVIA, 3",ELECTRICBIKESTATION,41.3734706,2.1332694,23,"C/ PAVIA, 3",03-Sants-Montjuïc/18-Sants,8028,27,TRUE,399,1000,TRUE,NA,NA,1735686001,0,NA
400,MOLL ORIENTAL,ELECTRICBIKESTATION,41.3694508,2.1879597,3,MOLL ORIENTAL,01-CiutatVella/03-la Barceloneta,8039,44,TRUE,400,1000,TRUE,NA,NA,1735686001,0,NA
401,PLA DE PALAU,ELECTRICBIKESTATION,41.382418,2.183723,4,PLA DE PALAU,01-CiutatVella/02-el Barri Gòtic,8002,24,TRUE,401,1000,TRUE,NA,NA,1735686001,0,NA
402,PG. DE COLOM (VIA LAIETANA),ELECTRICBIKESTATION,41.380628,2.1821917,4,PG. DE COLOM (VIA LAIETANA),01-CiutatVella/02-el Barri Gòtic,8002,31,TRUE,402,1000,TRUE,NA,NA,1735686001,0,NA
403,"C/ VALLESPIR, 49",ELECTRICBIKESTATION,41.3796421,2.1368202,32,"C/ VALLESPIR, 49",03-Sants-Montjuïc/18-Sants,8014,22,TRUE,403,1000,TRUE,NA,NA,1735686001,0,NA
404,"C/ JUAN GRIS, 28",ELECTRICBIKESTATION,41.3653426,2.1331357,11,"C/ JUAN GRIS, 28",03-Sants-Montjuïc/16-la Bordeta,8014,32,TRUE,404,1000,TRUE,NA,NA,1735686001,0,NA
405,"C/ COMTE BORRELL, 198",ELECTRICBIKESTATION,41.3854003,2.1521802,28,"C/ COMTE BORRELL, 198",02-Eixample/09-la Nova Esquerra de l'Eixample,8029,26,TRUE,405,1000,TRUE,NA,NA,1735686001,0,NA
406,"GRAN VIA DE LES CORTS CATALANES, 592",ELECTRICBIKESTATION,41.3863747,2.1646697,21,"GRAN VIA DE LES CORTS CATALANES, 592",02-Eixample/07-la Dreta de l'Eixample,8007,33,TRUE,406,1000,TRUE,NA,NA,1735686001,0,NA
408,"C/ RAMON TRIAS FARGAS, 23",ELECTRICBIKESTATION,41.3889972,2.1923283,5,"C/ RAMON TRIAS FARGAS, 23",10-SantMartí/67-la Vila Olímpica del Poblenou,8005,39,TRUE,408,1000,TRUE,NA,NA,1735686001,0,NA
409,"C/ JOAN D'ÀUSTRIA, 31B",ELECTRICBIKESTATION,41.392384,2.1925059,5,"C/ JOAN D'ÀUSTRIA, 31B",10-SantMartí/67-la Vila Olímpica del Poblenou,8005,27,TRUE,409,1000,TRUE,NA,NA,1735686001,0,NA
410,PG.DE COLOM (LES RAMBLES),ELECTRICBIKESTATION,41.376433,2.17871,5,PG.DE COLOM (LES RAMBLES),01-CiutatVella/02-el Barri Gòtic,8039,38,TRUE,410,1000,TRUE,NA,NA,1735686001,0,NA
411,"C/ JOSEP PLA, 67",ELECTRICBIKESTATION,41.411381,2.2122054,4,"C/ JOSEP PLA, 67",10-SantMartí/69-Diagonal Mar i el Front Marítim del Poblenou,8019,24,TRUE,411,1000,TRUE,NA,NA,1735686001,0,NA
412,"PL. URQUINAONA, 3",ELECTRICBIKESTATION,41.3893094,2.1727457,17,"PL. URQUINAONA, 3",02-Eixample/07-la Dreta de l'Eixample,8010,27,TRUE,412,1000,TRUE,NA,NA,1735686001,0,NA
413,"C/ BRUC, 66",ELECTRICBIKESTATION,41.393489,2.1707419,24,"C/ BRUC, 66",02-Eixample/07-la Dreta de l'Eixample,8009,32,TRUE,413,1000,TRUE,NA,NA,1735686001,0,NA
414,"C/ CASP, 67",ELECTRICBIKESTATION,41.3937234,2.1764275,16,"C/ CASP, 67",02-Eixample/07-la Dreta de l'Eixample,8010,33,TRUE,414,1000,TRUE,NA,NA,1735686001,0,NA
415,"RAMBLA DEL RAVAL, 13",ELECTRICBIKESTATION,41.3793558,2.1689592,8,"RAMBLA DEL RAVAL, 13",01-CiutatVella/01-el Raval,8001,25,TRUE,415,1000,TRUE,NA,NA,1735686001,0,NA
416,"RAMBLA DEL RAVAL, 20",ELECTRICBIKESTATION,41.3781065,2.1696744,6,"RAMBLA DEL RAVAL, 20",01-CiutatVella/01-el Raval,8001,27,TRUE,416,1000,TRUE,NA,NA,1735686001,0,NA
418,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),ELECTRICBIKESTATION,41.391062,2.1801142,10,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018,27,TRUE,418,1000,TRUE,NA,NA,1735686001,0,NA
419,PG. DE LLUIS COMPANYS (ARC DE TRIOMF ),ELECTRICBIKESTATION,41.391313,2.1808391,10,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),"01-CiutatVella/04-Sant Pere, Santa Caterina i la Ribera",8018,33,TRUE,419,1000,TRUE,NA,NA,1735686001,0,NA
420,"SEPHORA-GRAN VIA DE LES CORTS CATALANES, 368",ELECTRICBIKESTATION,41.3743329,2.1479385,24,"SEPHORA-GRAN VIA DE LES CORTS CATALANES, 368",03-Sants-Montjuïc/11-el Poble-sec,8010,27,TRUE,420,1000,TRUE,NA,NA,1735686001,0,NA
421,"C/ VALLESPIR, 13",ELECTRICBIKESTATION,41.378118,2.1378667,30,"C/ VALLESPIR, 13",03-Sants-Montjuïc/18-Sants,8014,25,TRUE,421,1000,TRUE,NA,NA,1735686001,0,NA
422,"C/ JORDI GIRONA, 29",ELECTRICBIKESTATION,41.3881175,2.1154135,82,"C/ JORDI GIRONA, 29",04-LesCorts/21-Pedralbes,8034,28,TRUE,422,1000,TRUE,NA,NA,1735686001,0,NA
423,"C/ HONDURAS, 32-34",ELECTRICBIKESTATION,41.4202459,2.1894852,22,"C/ HONDURAS, 32-34",09-SantAndreu/61-la Sagrera,8027,32,TRUE,423,1000,TRUE,NA,NA,1735686001,0,NA
424,PG. MARÍTIM DE LA BARCELONETA,ELECTRICBIKESTATION,41.3795862,2.1925198,7,PG. MARÍTIM DE LA BARCELONETA,01-CiutatVella/03-la Barceloneta,8003,27,TRUE,424,1000,TRUE,NA,NA,1735686001,0,NA
425,"C/ DE CERVELLÓ, 5",ELECTRICBIKESTATION,41.3765618,2.1748621,5,"C/ DE CERVELLÓ, 5",01-CiutatVella/01-el Raval,8001,24,TRUE,425,1000,TRUE,NA,NA,1735686001,0,NA
426,"C/ DE RIBES, 59 B",ELECTRICBIKESTATION,41.39828,2.1830315,12,"C/ DE RIBES, 59 B",02-Eixample/05-el Fort Pienc,8013,33,TRUE,426,1000,TRUE,NA,NA,1735686001,0,NA
427,"C/ DE SANT PAU, 119/ RONDA SANT PAU",ELECTRICBIKESTATION,41.3754047,2.1680021,9,"C/ DE SANT PAU, 119/ RONDA SANT PAU",01-CiutatVella/01-el Raval,8001,26,TRUE,427,1000,TRUE,NA,NA,1735686001,0,NA
428,"C/ PUJADES, 103",ELECTRICBIKESTATION,41.3983902,2.1960799,3,"C/ PUJADES, 103",10-SantMartí/68-el Poblenou,8005,33,TRUE,428,1000,TRUE,NA,NA,1735686001,0,NA
429,"C/ GRAN CAPITÀ, 9",ELECTRICBIKESTATION,41.3881262,2.1091535,105,"C/ GRAN CAPITÀ, 9",04-LesCorts/21-Pedralbes,8034,28,TRUE,429,1000,TRUE,NA,NA,1735686001,0,NA
430," C/ ALFAMBRA, 2 | AV. DIAGONAL",ELECTRICBIKESTATION,41.385641,2.113096,77,"C/ ALFAMBRA, 2 | AV. DIAGONAL",04-LesCorts/21-Pedralbes,8034,28,TRUE,430,1000,TRUE,NA,NA,1735686001,0,NA
431,"AV. JOAN XXIII, 17",ELECTRICBIKESTATION,41.383467,2.122175,53,"AV. JOAN XXIII, 17",04-LesCorts/20-la Maternitat i Sant Ramon,8028,20,TRUE,431,1000,TRUE,NA,NA,1735686001,0,NA
432,"C/ MARTÍ I FRANQUÈS, 1",ELECTRICBIKESTATION,41.3847061,2.1170751,63,"C/ MARTÍ I FRANQUÈS, 1",04-LesCorts/20-la Maternitat i Sant Ramon,8028,28,TRUE,432,1000,TRUE,NA,NA,1735686001,0,NA
433,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",ELECTRICBIKESTATION,41.3862258,2.1168609,70,"C/ J. MAYNARD KEYNES, 2|AV. DGNAL.",04-LesCorts/21-Pedralbes,8034,42,TRUE,433,1000,TRUE,NA,NA,1735686001,0,NA
434,"C/ ROGER, 24",ELECTRICBIKESTATION,41.3767538,2.1269152,34,"C/ ROGER, 24",03-Sants-Montjuïc/17-Sants - Badal,8028,27,TRUE,434,1000,TRUE,NA,NA,1735686001,0,NA
435,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",ELECTRICBIKESTATION,41.383585,2.112186,64,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",04-LesCorts/20-la Maternitat i Sant Ramon,8028,28,TRUE,435,1000,TRUE,NA,NA,1735686001,0,NA
436,"PG. ZONA FRANCA, 54",ELECTRICBIKESTATION,41.3545425,2.1433038,6,"PG. ZONA FRANCA, 54",03-Sants-Montjuïc/12-la Marina del Prat Vermell,8038,19,TRUE,436,1000,TRUE,NA,NA,1735686001,0,NA
437,"PG. ZONA FRANCA, 9",ELECTRICBIKESTATION,41.3513237,2.1450958,5,"PG. ZONA FRANCA, 9",03-Sants-Montjuïc/12-la Marina del Prat Vermell,8038,36,TRUE,437,1000,TRUE,NA,NA,1735686001,0,NA
438,"C/ NÀPOLS, 183",ELECTRICBIKESTATION,41.3981669,2.1754896,22,"C/ NÀPOLS, 183",02-Eixample/07-la Dreta de l'Eixample,8013,27,TRUE,438,1000,TRUE,NA,NA,1735686001,0,NA
439,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",ELECTRICBIKESTATION,41.3685394,2.1328403,14,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",03-Sants-Montjuïc/16-la Bordeta,8014,17,TRUE,439,1000,TRUE,NA,NA,1735686001,0,NA
440,"C/ SELVA DE MAR, 230",ELECTRICBIKESTATION,41.417694,2.1976864,9,"C/ SELVA DE MAR, 230",10-SantMartí/72-Sant Martí de Provençals,8020,27,TRUE,440,1000,TRUE,NA,NA,1735686001,0,NA
441,"C/ WATT, 2",ELECTRICBIKESTATION,41.3754426,2.1398409,25,"C/ WATT, 2",03-Sants-Montjuïc/18-Sants,8014,18,TRUE,441,1000,TRUE,NA,NA,1735686001,0,NA
442,"C/ MINERIA, 30",ELECTRICBIKESTATION,41.3649272,2.138599,11,"C/ MINERIA, 30",03-Sants-Montjuïc/13-la Marina de Port,8038,18,TRUE,442,1000,TRUE,NA,NA,1735686001,0,NA
443,"C/ CASANOVA, 139",ELECTRICBIKESTATION,41.3887127,2.1542277,33,"C/ CASANOVA, 139",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8036,32,TRUE,443,1000,TRUE,NA,NA,1735686001,0,NA
444,"C/ LLEIDA, 40",ELECTRICBIKESTATION,41.3717304,2.1554047,33,"C/ LLEIDA, 40",03-Sants-Montjuïc/11-el Poble-sec,8004,27,TRUE,444,1000,TRUE,NA,NA,1735686001,0,NA
445,"C/ VILAMARÍ, 2",ELECTRICBIKESTATION,41.3755016,2.154004,21,"C/ VILAMARÍ, 2",02-Eixample/10-Sant Antoni,8015,24,TRUE,445,1000,TRUE,NA,NA,1735686001,0,NA
446,"PG. JOAN DE BORBÓ, 42",ELECTRICBIKESTATION,41.3779974,2.1884228,4,"PG. JOAN DE BORBÓ, 42",01-CiutatVella/03-la Barceloneta,8003,14,TRUE,446,1000,TRUE,NA,NA,1735686001,0,NA
447,"C/ ALMOGÀVERS, 63",ELECTRICBIKESTATION,41.3943033,2.1860256,10,"C/ ALMOGÀVERS, 63",02-Eixample/05-el Fort Pienc,8018,27,TRUE,447,1000,TRUE,NA,NA,1735686001,0,NA
448,"C/ RAMÓN TURRÓ, 160",ELECTRICBIKESTATION,41.3972809,2.1997869,3,"C/ RAMÓN TURRÓ, 160",10-SantMartí/68-el Poblenou,8005,27,TRUE,448,1000,TRUE,NA,NA,1735686001,0,NA
449,"C/ BOLIVIA, 120",ELECTRICBIKESTATION,41.4058109,2.1949461,5,"C/ BOLIVIA, 120",10-SantMartí/71-Provençals del Poblenou,8018,27,TRUE,449,1000,TRUE,NA,NA,1735686001,0,NA
450,"C/ CRISTOBAL DE MOURA, 84",ELECTRICBIKESTATION,41.410712,2.2061691,3,"C/ CRISTOBAL DE MOURA, 84",10-SantMartí/71-Provençals del Poblenou,8019,27,TRUE,450,1000,TRUE,NA,NA,1735686001,0,NA
451,"C/ PALLARS, 504",ELECTRICBIKESTATION,41.4140598,2.2150487,4,"C/ PALLARS, 504",10-SantMartí/70-el Besòs i el Maresme,8019,24,TRUE,451,1000,TRUE,NA,NA,1735686001,0,NA
452,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",ELECTRICBIKESTATION,41.4194972,2.20934,8,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",10-SantMartí/73-la Verneda i la Pau,8020,54,TRUE,452,1000,TRUE,NA,NA,1735686001,0,NA
454,"C/ SARDENYA, 402",ELECTRICBIKESTATION,41.4072349,2.1684799,56,"C/ SARDENYA, 402",07-Horta-Guinardó/33-el Baix Guinardó,8025,27,TRUE,454,1000,TRUE,NA,NA,1735686001,0,NA
455,"C/ PROVENÇA, 595",ELECTRICBIKESTATION,41.4105848,2.1826833,27,"C/ PROVENÇA, 595",10-SantMartí/64-el Camp de l'Arpa del Clot,8026,22,TRUE,455,1000,TRUE,NA,NA,1735686001,0,NA
456,"C/ MÚRCIA, 1",ELECTRICBIKESTATION,41.4143392,2.1874539,22,"C/ MÚRCIA, 1",10-SantMartí/65-el Clot,8026,20,TRUE,456,1000,TRUE,NA,NA,1735686001,0,NA
457,"C/ GRANADELLA, 10-19 | C/ SAS",ELECTRICBIKESTATION,41.4383117,2.2039823,12,"C/ GRANADELLA, 10-19 | C/ SAS",09-SantAndreu/59-el Bon Pastor,8030,18,TRUE,457,1000,TRUE,NA,NA,1735686001,0,NA
458,"C/ TUCUMÁN, 21",ELECTRICBIKESTATION,41.4457962,2.2010422,17,"C/ TUCUMÁN, 21",09-SantAndreu/59-el Bon Pastor,8030,24,TRUE,458,1000,TRUE,NA,NA,1735686001,0,NA
459,"PG. SANTA COLOMA, 105",ELECTRICBIKESTATION,41.4479402,2.1976757,24,"PG. SANTA COLOMA, 105",09-SantAndreu/57-la Trinitat Vella,8030,39,TRUE,459,1000,TRUE,NA,NA,1735686001,0,NA
460,"C/ MIREIA, 28",ELECTRICBIKESTATION,41.4513863,2.1894717,56,"C/ MIREIA, 28",09-SantAndreu/57-la Trinitat Vella,8033,15,TRUE,460,1000,TRUE,NA,NA,1735686001,0,NA
461,"AV. RIO DE JANEIRO, 118",ELECTRICBIKESTATION,41.442489,2.185727,43,"AV. RIO DE JANEIRO, 118",08-NouBarris/52-la Prosperitat,8016,28,TRUE,461,1000,TRUE,NA,NA,1735686001,0,NA
462,"C/ PALAMÓS, 33",ELECTRICBIKESTATION,41.446923,2.184857,61,"C/ PALAMÓS, 33",08-NouBarris/53-la Trinitat Nova,8033,28,TRUE,462,1000,TRUE,NA,NA,1735686001,0,NA
463,"C/ PEDROSA, 24",ELECTRICBIKESTATION,41.4490679,2.1833801,68,"C/ PEDROSA, 24",08-NouBarris/53-la Trinitat Nova,8033,24,TRUE,463,1000,TRUE,NA,NA,1735686001,0,NA
464,"AV. RIO DE JANEIRO, 96",ELECTRICBIKESTATION,41.439692,2.182335,47,"AV. RIO DE JANEIRO, 96",08-NouBarris/52-la Prosperitat,8016,24,TRUE,464,1000,TRUE,NA,NA,1735686001,0,NA
465,"SEPHORA-C/ ROSSELLÓ, 261",ELECTRICBIKESTATION,41.3954094,2.1599427,41,"SEPHORA-C/ ROSSELLÓ, 261",02-Eixample/07-la Dreta de l'Eixample,8008,27,TRUE,465,1000,TRUE,NA,NA,1735686001,0,NA
466,"C/ PABLO IGLESIAS, 21",ELECTRICBIKESTATION,41.443387,2.1813051,63,"C/ PABLO IGLESIAS, 21",08-NouBarris/52-la Prosperitat,8016,30,TRUE,466,1000,TRUE,NA,NA,1735686001,0,NA
467,PL. JESÚS CARRASCO,ELECTRICBIKESTATION,41.4450463,2.176726,93,PL. JESÚS CARRASCO,08-NouBarris/51-Verdun,8042,20,TRUE,467,1000,TRUE,NA,NA,1735686001,0,NA
468,"C/ NOU BARRIS, 23",ELECTRICBIKESTATION,41.4480464,2.1775154,107,"C/ NOU BARRIS, 23",08-NouBarris/50-les Roquetes,8042,18,TRUE,468,1000,TRUE,NA,NA,1735686001,0,NA
469,"C/ SANT FRANCESC XAVIER, 1",ELECTRICBIKESTATION,41.4417001,2.1781553,72,"C/ SANT FRANCESC XAVIER, 1",08-NouBarris/52-la Prosperitat,8016,12,TRUE,469,1000,TRUE,NA,NA,1735686001,0,NA
470,"C/ GÒNGORA, 23",ELECTRICBIKESTATION,41.4432762,2.1746238,93,"C/ GÒNGORA, 23",08-NouBarris/51-Verdun,8042,24,TRUE,470,1000,TRUE,NA,NA,1735686001,0,NA
471,"PG. VALLDAURA, 171",ELECTRICBIKESTATION,41.4389014,2.1715576,78,"PG. VALLDAURA, 171",08-NouBarris/48-la Guineueta,8042,24,TRUE,471,1000,TRUE,NA,NA,1735686001,0,NA
472,"VIA FAVÈNCIA, 186",ELECTRICBIKESTATION,41.4427374,2.170393,105,"VIA FAVÈNCIA, 186",08-NouBarris/48-la Guineueta,8042,24,TRUE,472,1000,TRUE,NA,NA,1735686001,0,NA
473,"PG. FABRA I PUIG, 449",ELECTRICBIKESTATION,41.4388644,2.1657506,94,"PG. FABRA I PUIG, 449",08-NouBarris/48-la Guineueta,8042,21,TRUE,473,1000,TRUE,NA,NA,1735686001,0,NA
474,"VIA FAVÈNCIA, 47",ELECTRICBIKESTATION,41.4418604,2.1664224,102,"VIA FAVÈNCIA, 47",08-NouBarris/49-Canyelles,8042,24,TRUE,474,1000,TRUE,NA,NA,1735686001,0,NA
475,"C/ CAMPO FLORIDO, 66",ELECTRICBIKESTATION,41.4216738,2.1799878,46,"C/ CAMPO FLORIDO, 66",09-SantAndreu/62-el Congrés i els Indians,8027,19,TRUE,475,1000,TRUE,NA,NA,1735686001,0,NA
476,"C/ PERIODISTES, 9",ELECTRICBIKESTATION,41.422037,2.174401,80,"C/ PERIODISTES, 9",07-Horta-Guinardó/35-el Guinardó,8032,18,TRUE,476,1000,TRUE,NA,NA,1735686001,0,NA
477,"C/ AMILCAR, 78",ELECTRICBIKESTATION,41.4260751,2.1722534,69,"C/ AMILCAR, 78",07-Horta-Guinardó/36-la Font d'en Fargues,8032,26,TRUE,477,1000,TRUE,NA,NA,1735686001,0,NA
478,"C/ ESCULTOR LLIMONA, 7",ELECTRICBIKESTATION,41.4276076,2.1697582,65,"C/ ESCULTOR LLIMONA, 7",08-NouBarris/44-Vilapicina i la Torre Llobeta,8031,30,TRUE,478,1000,TRUE,NA,NA,1735686001,0,NA
